Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,Last Synced Timestamp
appcelerator/titanium_desktop,2009-06-15 22:28:48+00:00,12966,268,C++,93,3,98,9,2017-11-24 18:34:08+00:00
dberesford/exiv2node,2011-02-06 16:51:06+00:00,1042,68,C++,18,9,6,3,2017-04-06 11:27:08+00:00
clintbellanger/flare,2011-06-04 02:53:27+00:00,380710,165,C++,43,6,16,33,2017-11-24 18:38:07+00:00
arvicco/dde,2010-01-27 10:26:42+00:00,9447,6,C++,5,0,1,2,2017-04-17 11:58:21+00:00
kleintom/Cstitch,2011-04-27 02:53:25+00:00,665,13,C++,6,2,3,2,2017-11-24 22:53:33+00:00
pgXplorer/pgXplorer,2011-01-19 05:39:44+00:00,115957,52,C++,5,8,0,1,2017-11-24 19:02:18+00:00
russross/s3fslite,2009-12-13 22:20:56+00:00,248,112,C++,5,4,6,1,2017-11-24 18:27:53+00:00
bluecherrydvr/bluecherry-client,2011-02-17 03:16:20+00:00,96466,18,C++,19,72,12,11,2017-11-24 19:21:55+00:00
cucumber/cucumber-cpp,2010-04-30 06:22:30+00:00,570,181,C++,90,19,78,6,2017-11-24 18:33:48+00:00
wojdyr/fityk,2010-11-22 14:02:17+00:00,15495,139,C++,41,9,31,3,2017-04-04 14:33:15+00:00
drawpile/Drawpile,2010-11-02 18:05:11+00:00,15688,247,C++,48,137,42,13,2017-11-24 18:48:58+00:00
JaapSuter/Ten18,2011-05-15 10:06:07+00:00,10691,12,C++,37,0,3,1,2017-10-19 03:51:39+00:00
worldforge/ember,2011-03-24 21:20:01+00:00,31512,78,C++,36,3,18,22,2017-11-24 19:04:42+00:00
signal11/PlayCap,2009-12-17 16:44:27+00:00,198,50,C++,17,3,10,1,2017-11-24 19:54:54+00:00
filipkunc/MeshMaker,2009-08-22 12:23:29+00:00,20857,43,C++,5,0,4,1,2018-03-28 02:39:44+00:00
jrl-umi3218/jrl-mathtools,2010-09-22 01:58:27+00:00,3836,3,C++,5,0,41,6,2017-11-22 09:15:14+00:00
rtv/Stage,2010-05-19 13:40:02+00:00,21781,185,C++,102,16,27,13,2017-09-09 15:36:47+00:00
louisdx/cxx-prettyprint,2011-06-07 13:36:37+00:00,57,321,C++,50,7,29,2,2017-03-08 14:46:18+00:00
smarr/googletest,2010-11-14 09:21:40+00:00,1439,37,C++,35,0,8,1,2017-11-24 20:04:52+00:00
mikael-s-persson/ReaK,2011-06-04 19:16:40+00:00,14672,24,C++,7,0,6,1,2017-03-20 15:46:23+00:00
qknight/libnoise,2009-11-29 03:30:53+00:00,722,72,C++,31,0,8,8,2017-11-24 18:55:50+00:00
shogun-toolbox/shogun,2011-04-01 10:44:32+00:00,65899,2285,C++,887,544,215,95,2017-11-24 17:54:11+00:00
darrenlafreniere/lafarren-image-completer,2011-02-28 06:21:50+00:00,4634,25,C++,15,39,4,2,2017-04-04 14:43:14+00:00
wiedi/libmaia,2010-01-02 21:56:12+00:00,128,40,C++,18,1,7,5,2017-11-24 19:44:12+00:00
apache/thrift,2009-09-18 08:00:17+00:00,24952,6924,C++,3120,18,472,294,2019-10-31 17:53:18+00:00
luisibanez/ImageReconstruction,2011-03-08 15:28:20+00:00,166,14,C++,8,0,2,1,2016-08-26 14:11:52+00:00
krater/Blackfin-IDA-Pro-Plugin,2011-04-17 14:01:35+00:00,288,19,C++,9,1,6,1,2017-11-24 20:05:56+00:00
SpiderLabs/ModSecurity,2011-02-02 14:57:01+00:00,71643,3201,C++,936,173,331,40,2017-09-20 23:37:14+00:00
sirikata/sirikata,2009-01-18 08:03:37+00:00,37222,117,C++,38,39,24,13,2017-11-24 18:33:59+00:00
beetbox/pylastfp,2010-08-18 17:48:02+00:00,70,22,C++,8,0,5,1,2016-05-27 13:24:50+00:00
jeromerousselot/mixim-uwb,2009-06-01 21:01:35+00:00,14841,7,C++,58,2,3,0,2017-04-26 05:02:48+00:00
daviddoria/InteractiveImageGraphCutSegmentation,2010-11-21 00:09:11+00:00,1339,30,C++,21,1,13,2,2017-11-24 19:50:41+00:00
dattanchu/bprinter,2011-04-16 00:26:39+00:00,12,46,C++,17,0,6,1,2017-11-24 19:54:35+00:00
dmedvinsky/gsimplecal,2010-10-08 17:22:13+00:00,645,68,C++,8,1,6,4,2017-04-04 14:34:17+00:00
The-Powder-Toy/The-Powder-Toy,2010-07-25 13:47:06+00:00,29366,1789,C++,533,49,104,44,2017-05-13 05:10:33+00:00
isieo/adbFS,2010-06-13 15:45:16+00:00,205,81,C++,43,6,6,10,2017-03-21 02:16:57+00:00
brownie/cashlib,2010-05-24 04:34:19+00:00,2991,35,C++,10,1,4,2,2017-06-15 03:36:42+00:00
joelthelion/uct,2009-09-03 22:24:53+00:00,562,37,C++,5,0,5,2,2017-11-24 19:37:33+00:00
LORDofDOOM/MMOCore,2011-01-15 00:13:40+00:00,96803,42,C++,47,33,5,168,2017-11-24 19:23:38+00:00
mapbox/node-eio,2011-08-01 19:53:13+00:00,538,13,C++,7,0,83,3,2016-05-27 14:36:12+00:00
ierton/xkb-switch,2010-09-26 07:11:40+00:00,67,109,C++,14,3,10,6,2017-11-24 18:56:35+00:00
zzkt/fluxus,2008-12-18 10:31:45+00:00,20779,28,C++,5,1,6,8,2017-11-24 20:10:10+00:00
epico/libpinyin,2010-07-27 08:38:49+00:00,3031,46,C++,9,0,1,6,2017-02-01 22:23:33+00:00
hacker/libopkele,2009-03-22 16:57:38+00:00,524,26,C++,7,2,6,5,2017-11-24 19:26:30+00:00
InsightSoftwareConsortium/ITK,2010-07-27 15:48:04+00:00,138550,334,C++,244,2,43,194,2017-03-24 23:51:44+00:00
mostphotos/beanstalkpp,2011-08-10 11:49:02+00:00,161,16,C++,6,3,11,0,2017-11-24 17:46:57+00:00
nerzhul/MangosFX,2010-04-19 13:39:01+00:00,86478,9,C++,5,0,3,2,2017-11-25 03:11:23+00:00
dirker/sdmmc-analyzer,2011-08-05 19:54:24+00:00,32,23,C++,23,5,3,3,2017-11-24 22:48:52+00:00
abique/mimosa,2011-07-22 05:40:03+00:00,11125,32,C++,5,0,8,2,2017-08-03 17:25:57+00:00
brainfucker/node-gui,2010-03-09 18:29:00+00:00,282,35,C++,9,2,1,4,2017-11-24 19:59:57+00:00
romanbsd/spdy,2011-05-25 16:04:59+00:00,195,62,C++,7,1,1,2,2017-11-24 18:59:09+00:00
airtrack/bitwave,2011-05-29 06:00:14+00:00,392,13,C++,7,0,5,1,2017-11-24 23:23:58+00:00
saalweachter/MongoXX,2011-02-16 07:50:17+00:00,150,12,C++,6,2,5,0,2017-11-24 23:22:58+00:00
jmue/dngconvert,2011-07-06 16:20:13+00:00,1218,12,C++,6,1,5,1,2016-05-27 17:18:09+00:00
pyside/Apiextractor,2010-12-23 17:19:40+00:00,1073,13,C++,8,0,4,11,2017-11-24 21:37:56+00:00
jhseu/nca,2010-02-08 20:49:09+00:00,79,24,C++,7,1,1,1,2016-05-31 04:23:50+00:00
jrowberg/keyglove,2011-05-03 15:28:54+00:00,6634,65,C++,31,1,19,2,2017-08-25 18:48:38+00:00
lubosz/liblub,2010-06-03 15:26:07+00:00,179094,18,C++,5,0,1,3,2016-05-27 13:00:28+00:00
amorilia/niflib,2010-06-11 00:01:50+00:00,14603,13,C++,19,2,4,5,2017-09-23 13:36:48+00:00
apache/santuario-cpp,2011-07-22 07:00:13+00:00,19284,4,C++,7,2,6,2,2017-01-16 15:22:06+00:00
nushio3/Paraiso,2011-04-07 12:23:17+00:00,2876,42,C++,7,10,7,1,2017-11-24 19:56:42+00:00
jwawerla/autolab-rapi,2009-04-17 21:22:54+00:00,1117,11,C++,6,0,6,7,2017-11-24 23:23:51+00:00
vecna/sniffjoke,2009-05-28 14:10:59+00:00,4632,74,C++,17,1,12,3,2017-11-24 19:01:16+00:00
mapnik/node-mapnik,2010-11-16 04:00:45+00:00,20414,418,C++,135,87,41,39,2019-08-21 15:43:42+00:00
r0adrunner/Space2Ctrl,2011-02-03 17:36:18+00:00,23,85,C++,16,4,7,4,2017-06-20 14:00:53+00:00
danauclair/CardScan,2011-01-13 22:21:09+00:00,13810,57,C++,18,1,6,1,2017-11-24 19:54:58+00:00
kitschpatrol/Brain,2010-02-26 18:58:51+00:00,122,301,C++,125,5,37,2,2017-11-24 18:45:02+00:00
alanxz/SimpleAmqpClient,2010-10-29 01:50:04+00:00,934,197,C++,139,63,26,13,2016-11-24 16:45:37+00:00
pyside/Shiboken,2010-12-23 17:20:54+00:00,11316,50,C++,24,19,9,15,2017-11-24 19:20:25+00:00
PaulSolt/GLUT-Object-Oriented-Framework,2010-08-21 17:09:12+00:00,34,17,C++,11,3,4,1,2017-11-24 19:43:09+00:00
mmp/pbrt-v1,2009-07-07 16:24:28+00:00,3812,48,C++,24,1,8,1,2017-04-01 12:02:23+00:00
fbzhong/node-cityhash,2011-04-13 12:41:24+00:00,816,27,C++,6,7,4,3,2017-04-04 14:39:04+00:00
openBliSSART/openBliSSART,2009-07-05 13:39:09+00:00,27727,54,C++,19,0,11,3,2017-11-24 19:37:12+00:00
candera/hobocopy,2011-01-14 21:53:57+00:00,5595,115,C++,36,30,14,1,2017-11-24 18:31:09+00:00
sopyer/ScintillaGL,2011-05-26 16:50:56+00:00,1923,16,C++,5,0,1,1,2017-11-25 04:21:57+00:00
TooTallNate/node-iOS,2011-04-14 02:50:03+00:00,725,266,C++,18,14,15,1,2017-11-24 18:32:09+00:00
bnoordhuis/node-mmap,2010-08-07 18:17:27+00:00,396,48,C++,7,3,3,2,2017-11-24 20:15:34+00:00
tekezo/Karabiner,2011-04-17 06:20:42+00:00,21555,3587,C++,343,91,136,59,2017-11-24 18:41:55+00:00
adlan/BCM5722D,2010-12-28 16:14:18+00:00,452,28,C++,12,8,3,2,2017-03-24 10:37:27+00:00
highpower/xiva,2010-03-21 17:22:28+00:00,1453,99,C++,7,1,9,1,2017-11-24 18:58:51+00:00
mpetri/FM-Index,2011-03-19 02:16:18+00:00,654,55,C++,18,2,9,2,2017-11-24 19:54:53+00:00
jcw/metakit,2011-08-06 13:04:40+00:00,3785,89,C++,29,2,16,5,2017-11-24 19:00:58+00:00
XCSoar/XCSoar,2009-10-18 14:15:39+00:00,122577,83,C++,84,7,32,120,2017-04-10 09:58:14+00:00
GilesBathgate/RapCAD,2011-05-07 07:37:37+00:00,3848,68,C++,12,2,15,2,2017-11-24 19:06:01+00:00
chenshuo/recipes,2010-04-07 17:38:47+00:00,601,855,C++,594,7,141,1,2017-10-04 08:36:40+00:00
davglass/node-getrusage,2011-03-06 04:23:12+00:00,155,34,C++,12,1,1,6,2017-11-24 20:11:36+00:00
libxmljs/libxmljs,2010-03-17 03:08:06+00:00,2568,906,C++,190,74,25,51,2019-09-20 15:43:26+00:00
rawler/bithorde,2009-09-16 21:09:36+00:00,3207,16,C++,7,6,4,5,2016-06-03 10:40:34+00:00
yandex/pire,2010-10-15 00:37:08+00:00,601,272,C++,18,16,20,10,2017-06-17 00:37:54+00:00
tstack/lnav,2009-09-14 01:02:02+00:00,9240,2812,C++,168,206,62,17,2018-02-27 16:54:36+00:00
jrl-umi3218/jrl-walkgen,2010-10-04 09:04:01+00:00,57706,13,C++,9,4,42,10,2017-11-24 21:45:22+00:00
kelvie/basket,2008-04-08 18:44:01+00:00,17710,112,C++,51,12,21,20,2017-11-24 18:37:06+00:00
doug/depthjs,2010-11-19 23:02:54+00:00,29200,995,C++,108,24,48,5,2017-11-24 18:39:52+00:00
