Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,License,Last Synced Timestamp,developers,commits,clone_date,developers_count,commit_count_after_introduction
sandrinodimattia/RedDog,2014-06-11 21:31:06+00:00,8285,38,C#,15,1,7,3,MIT,2016-05-27 16:03:20+00:00,4.0,26.0,2026-06-16 02:17:18.776410,4,26
bennersaude/UmDesignPatternPorSemana,2017-03-28 11:31:02+00:00,8629,0,C#,8,20,17,2,Apache-2.0,2017-03-28 13:48:12+00:00,9.0,24.0,2026-06-16 02:17:21.035887,9,24
g0t4/aspnetcore-generator-api,2017-05-23 22:20:17+00:00,52,47,C#,251,4,5,1,MIT,2017-07-05 15:05:38+00:00,2.0,24.0,2026-06-16 02:17:23.398917,2,24
openzipkin-attic/zipkin-csharp,2016-06-02 15:21:56+00:00,60744,24,C#,15,8,8,1,MIT,2016-06-02 15:22:14+00:00,3.0,24.0,2026-06-16 02:17:25.322456,3,24
WardBenjamin/SimplexNoise,2015-04-02 00:21:32+00:00,70,55,C#,11,0,5,1,BSD-3-Clause,2016-05-27 18:35:35+00:00,3.0,24.0,2026-06-16 02:17:29.766007,3,24
OrleansContrib/Orleans.Providers.RabbitMQ,2017-02-21 23:42:54+00:00,37,18,C#,10,1,17,1,MIT,2017-02-22 02:40:02+00:00,3.0,23.0,2026-06-16 02:17:31.576178,3,23
markedup-mobi/file-lock,2013-11-11 02:41:00+00:00,709,82,C#,14,5,10,2,Apache-2.0,2016-05-27 18:27:38+00:00,2.0,23.0,2026-06-16 02:17:33.462516,2,23
PaulFreund/Chat,2013-03-20 18:58:40+00:00,1192,46,C#,33,13,17,3,MIT,2017-11-24 19:59:30+00:00,4.0,23.0,2026-06-16 02:17:35.397249,4,23
FlaUI/FlaUInspect,2017-05-24 06:45:54+00:00,64,55,C#,12,8,11,1,MIT,2017-05-24 06:46:17+00:00,5.0,23.0,2026-06-16 02:17:37.465576,9,61
neuecc/OwinRequestScopeContext,2013-11-30 08:32:25+00:00,605,28,C#,10,1,5,1,MIT,2016-05-27 19:03:02+00:00,2.0,22.0,2026-06-16 02:17:39.444071,2,22
BlueMountainCapital/riemann-health-windows,2012-10-03 20:44:25+00:00,183,22,C#,9,0,9,3,Apache-2.0,2016-12-31 14:20:46+00:00,4.0,22.0,2026-06-16 02:17:41.326591,4,22
vedi/restifizer-unity3d,2015-01-28 08:54:15+00:00,26,59,C#,12,3,8,4,MIT,2017-11-24 18:54:03+00:00,7.0,22.0,2026-06-16 02:17:43.095444,7,22
Microsoft/Windows-tutorials-inputs-and-devices,2017-05-03 22:32:59+00:00,41,7,C#,15,0,12,1,MIT,2017-05-11 16:23:54+00:00,5.0,22.0,2026-06-16 02:17:44.880263,5,22
amgedr/SiteCapture,2012-11-13 10:52:46+00:00,1693,2,C#,5,0,2,1,GPL-3.0,2019-10-12 00:12:35+00:00,2.0,22.0,2026-06-16 02:17:46.807488,2,22
enkafan/CitiesSkylinesAutoColorMod,2015-03-15 02:36:12+00:00,263,10,C#,9,2,3,3,MIT,2017-09-16 20:36:34+00:00,3.0,21.0,2026-06-16 02:17:48.782768,3,21
efjacobson/tMaster,2016-06-24 21:35:02+00:00,453,0,C#,8,1,7,1,MIT,2016-06-24 23:12:24+00:00,5.0,21.0,2026-06-16 02:17:50.592027,5,21
SciresM/Rhydon,2016-04-29 04:23:11+00:00,334,43,C#,7,4,12,2,GPL-3.0,2018-05-27 11:38:00+00:00,3.0,21.0,2026-06-16 02:17:52.478666,3,21
KirillOsenkov/Undo,2015-10-28 17:13:49+00:00,51,43,C#,13,1,5,3,MIT,2018-12-04 18:18:17+00:00,3.0,21.0,2026-06-16 02:17:54.329450,3,21
RadioSystems/RadioSystems.AzureAuthentication,2015-10-09 16:58:00+00:00,379,6,C#,6,2,15,2,Apache-2.0,2019-10-24 23:00:24+00:00,2.0,21.0,2026-06-16 02:17:56.155032,2,21
IG-Group/ig-webapi-dotnet-sample,2016-08-16 14:13:29+00:00,1691,10,C#,13,0,12,1,BSD-3-Clause,2016-08-16 14:15:06+00:00,8.0,21.0,2026-06-16 02:17:58.382331,9,22
Azure-Samples/iot-hub-dotnet-simulated-device-client-app,2017-04-19 09:18:29+00:00,30,9,C#,18,1,26,5,MIT,2018-01-17 02:57:49+00:00,6.0,21.0,2026-06-16 02:18:00.422706,6,21
mehdime/DbContextScope,2014-10-04 22:15:53+00:00,997,470,C#,184,41,85,5,MIT,2017-03-23 16:09:57+00:00,5.0,21.0,2026-06-16 02:18:02.237814,5,21
hmemcpy/ReSharper.ReMoji,2015-08-01 20:28:24+00:00,517,13,C#,6,4,2,2,MIT,2017-11-24 22:34:37+00:00,2.0,21.0,2026-06-16 02:18:04.111650,2,21
mattleibow/InfiniteScrolling,2017-10-21 17:32:19+00:00,263,84,C#,12,4,4,3,MIT,2018-01-17 09:53:33+00:00,3.0,21.0,2026-06-16 02:18:05.995765,3,21
AzureADQuickStarts/B2C-GraphAPI-DotNet,2015-09-09 18:01:41+00:00,504,18,C#,18,3,11,5,Apache-2.0,2018-01-17 11:06:41+00:00,9.0,20.0,2026-06-16 02:18:07.889948,9,20
RehanSaeed/Elysium-Extra,2016-10-14 15:15:30+00:00,10579,22,C#,7,0,4,1,MIT,2016-11-06 14:14:30+00:00,3.0,20.0,2026-06-16 02:18:09.800495,3,20
WavelengthLLC/Project-Infrared,2016-10-14 17:08:51+00:00,115083,42,C#,20,0,13,3,MIT,2016-10-14 17:11:54+00:00,3.0,20.0,2026-06-16 02:18:12.218098,3,20
abador/OOP2019,2019-10-04 13:00:41+00:00,10,0,C#,20,1,8,1,MIT,2019-10-23 03:10:06+00:00,2.0,20.0,2026-06-16 02:18:18.910585,2,20
stulzq/UrlFirewall,2018-05-03 10:02:57+00:00,32,47,C#,9,1,1,1,MIT,2019-12-04 04:18:42+00:00,2.0,19.0,2026-06-16 02:18:20.783358,2,19
ZeroTwL/QuartzNetJob,2018-02-28 07:17:52+00:00,22312,117,C#,64,1,8,1,Apache-2.0,2018-02-28 12:49:57+00:00,2.0,19.0,2026-06-16 02:18:22.540129,2,19
CompleteUnityDeveloper/10-TwinStick-Original,2015-08-18 18:28:01+00:00,73069,26,C#,18,0,17,1,MIT,2017-11-24 19:22:32+00:00,3.0,19.0,2026-06-16 02:18:25.549601,3,19
PacktPublishing/Unity-2018-Shaders-and-Effects-Cookbook-Third-Edition,2018-06-26 05:32:15+00:00,151820,74,C#,23,1,12,2,MIT,2019-04-22 09:42:57+00:00,3.0,18.0,2026-06-16 02:18:31.100198,3,18
xamarin/google-apis,2012-12-20 19:16:06+00:00,2278,44,C#,39,2,68,3,Apache-2.0,2017-11-24 19:17:10+00:00,3.0,18.0,2026-06-16 02:18:39.958968,3,18
gaillard/SharpCover,2013-03-27 04:13:46+00:00,758,29,C#,20,9,3,3,MIT,2017-07-25 03:37:33+00:00,4.0,17.0,2026-06-16 02:18:42.053848,4,17
MikeCodesDotNet/Awesomizer,2015-11-02 15:51:14+00:00,64,32,C#,9,0,4,2,MIT,2017-11-24 19:57:25+00:00,2.0,16.0,2026-06-16 02:18:43.938050,2,16
hyperledger/sawtooth-sdk-dotnet,2018-03-16 23:06:59+00:00,35,8,C#,7,4,28,1,Apache-2.0,2018-03-16 23:22:00+00:00,6.0,16.0,2026-06-16 02:18:45.748424,6,16
micdenny/WpfScreenHelper,2014-09-12 13:23:24+00:00,428,30,C#,6,0,5,1,MIT,2019-10-28 19:18:49+00:00,4.0,16.0,2026-06-16 02:18:47.550027,5,18
markrendle/nogit,2014-07-09 21:19:32+00:00,28,13,C#,11,0,2,3,MIT,2018-01-17 06:42:08+00:00,3.0,15.0,2026-06-16 02:18:49.408509,3,15
Yaminike/ms-MapleLauncher,2015-07-03 13:56:20+00:00,4093,1,C#,6,0,2,2,Apache-2.0,2018-04-05 19:04:17+00:00,2.0,15.0,2026-06-16 02:18:51.320638,2,15
EyeTribe/tet-csharp-samples,2014-01-10 09:14:56+00:00,15396,17,C#,28,0,18,2,BSD-2-Clause,2017-11-24 19:27:08+00:00,4.0,14.0,2026-06-16 02:18:53.386617,4,14
kirmir/GlobalHotKey,2012-07-08 14:01:21+00:00,37,26,C#,22,2,1,1,GPL-3.0,2017-11-24 20:06:12+00:00,3.0,14.0,2026-06-16 02:18:56.206468,3,14
SMLets/SMLets,2017-05-18 13:09:25+00:00,340,7,C#,6,1,6,1,MS-PL,2017-06-06 06:37:56+00:00,4.0,14.0,2026-06-16 02:18:57.990136,4,14
alisabzevari/ngval,2013-11-21 14:13:47+00:00,2171,28,C#,17,4,8,2,MIT,2016-05-27 15:53:36+00:00,3.0,13.0,2026-06-16 02:18:59.875672,3,13
PhonicUK/CLRCLI,2013-11-03 21:13:37+00:00,670,56,C#,6,2,5,1,MIT,2016-05-27 19:21:05+00:00,2.0,13.0,2026-06-16 02:19:01.800835,2,13
nccgroup/grepify,2013-04-12 07:51:18+00:00,7620,10,C#,6,0,11,1,AGPL-3.0,2017-11-24 21:37:07+00:00,2.0,13.0,2026-06-16 02:19:04.563073,2,13
CoEST/TraceLab,2014-04-15 20:40:19+00:00,438775,16,C#,14,19,16,4,GPL-3.0,2017-11-24 22:09:17+00:00,3.0,13.0,2026-06-16 02:19:07.637929,3,13
alexiscn/social_share,2013-03-15 09:12:40+00:00,309,16,C#,13,1,10,1,MIT,2016-05-13 07:05:09+00:00,2.0,13.0,2026-06-16 02:19:27.383270,2,13
iccb1013/Sheng.WeixinConstruction.WeixinContract,2017-05-16 15:24:52+00:00,8116,73,C#,52,0,15,1,MIT,2017-05-17 12:24:10+00:00,4.0,13.0,2026-06-16 02:19:29.273930,4,13
martijn00/FoldingCell,2016-09-07 03:57:04+00:00,23154,38,C#,11,0,7,1,MIT,2016-09-07 05:36:22+00:00,2.0,12.0,2026-06-16 02:19:31.669970,2,12
blueskit/MitsubishiPlcProtocol,2016-10-02 10:19:29+00:00,2172,28,C#,19,3,10,1,MIT,2016-10-02 10:19:32+00:00,2.0,11.0,2026-06-16 02:19:34.441497,2,11
PomeloFoundation/Pomelo.Data.MyCat,2016-08-05 11:40:29+00:00,287,16,C#,7,4,4,1,MIT,2016-08-22 13:34:45+00:00,3.0,11.0,2026-06-16 02:19:36.494980,3,11
karamanolev/NReplayGain,2012-10-17 17:22:23+00:00,140,2,C#,5,0,1,1,LGPL-2.1,2016-05-28 05:23:42+00:00,2.0,11.0,2026-06-16 02:19:38.387188,2,11
pharan/Unity-MeshSaver,2015-01-10 09:02:39+00:00,26,106,C#,10,2,10,1,MIT,2017-11-24 20:00:08+00:00,3.0,10.0,2026-06-16 02:19:40.464273,3,10
empira/PDFsharp,2015-12-16 08:43:13+00:00,2692,660,C#,293,69,81,3,MIT,2019-03-14 18:20:22+00:00,2.0,10.0,2026-06-16 02:19:42.274086,2,23
davidfowl/QueryInterceptor,2011-08-08 09:22:16+00:00,208,90,C#,13,2,8,2,MIT,2017-11-24 19:06:07+00:00,2.0,9.0,2026-06-16 02:19:45.110863,2,9
VahidN/GitHubFolderDownloader,2015-06-16 19:38:28+00:00,545,80,C#,24,0,9,1,Apache-2.0,2017-11-24 19:06:49+00:00,2.0,9.0,2026-06-16 02:19:46.933844,2,9
sgermosen/xReader,2017-05-22 21:26:38+00:00,250,185,C#,152,0,61,1,MIT,2018-01-17 11:40:15+00:00,2.0,7.0,2026-06-16 02:19:48.838659,2,7
dtsdao/AliDDNS,2016-07-23 11:10:46+00:00,85,9,C#,9,1,2,1,GPL-3.0,2016-07-23 11:10:53+00:00,2.0,7.0,2026-06-16 02:19:50.789258,2,7
iccfish/nuget-local-cache,2015-11-04 12:33:58+00:00,36,17,C#,11,6,2,1,GPL-2.0,2018-01-17 03:29:00+00:00,3.0,7.0,2026-06-16 02:19:52.608609,3,7
mesta1/AForge-examples,2016-05-27 18:31:31+00:00,25,7,C#,12,0,5,1,MIT,2016-05-27 18:33:15+00:00,2.0,7.0,2026-06-16 02:19:54.401989,2,7
opentk/opentk-examples,2017-08-26 14:46:42+00:00,10,2,C#,5,1,7,3,MIT,2019-05-26 06:39:05+00:00,3.0,6.0,2026-06-16 02:19:56.228926,3,6
crosg/Albianj2CodeGenerator,2016-04-26 06:57:06+00:00,200,32,C#,11,0,13,2,BSD-3-Clause,2018-01-28 04:37:49+00:00,3.0,6.0,2026-06-16 02:19:57.996844,3,6
SciresM/Rumble-World-Save-Tool,2015-04-19 04:01:36+00:00,1013,10,C#,10,0,7,2,MIT,2017-11-24 22:54:20+00:00,2.0,5.0,2026-06-16 02:19:59.839558,2,5
DalSoft/DalSoft.WebApi.HelpPage,2015-09-07 15:36:57+00:00,527,16,C#,8,4,4,1,MIT,2016-05-27 14:07:08+00:00,2.0,5.0,2026-06-16 02:20:01.766208,2,5
NAXAM/carousel-xamarin-forms,2017-05-29 16:06:45+00:00,117,10,C#,6,1,3,1,Apache-2.0,2018-01-17 02:33:39+00:00,2.0,5.0,2026-06-16 02:20:03.657489,2,5
dotnet/core-sdk,2017-09-23 00:07:01+00:00,43330,445,C#,106,76,44,183,MIT,2017-10-10 13:56:43+00:00,2.0,4.0,2026-06-16 02:20:05.526278,3,5
alexandrekow/svmtutorial,2014-11-23 15:46:15+00:00,20,18,C#,59,1,6,1,MIT,2018-01-17 11:23:35+00:00,2.0,4.0,2026-06-16 02:20:15.348220,2,4
googlesamples/arcore-lightboard,2018-05-10 05:39:16+00:00,85724,70,C#,16,1,10,2,Apache-2.0,2019-04-02 00:56:58+00:00,3.0,3.0,2026-06-16 02:20:17.131786,3,3
jgauffin/CorsProxy,2014-04-16 20:38:07+00:00,1133,9,C#,6,1,4,1,Apache-2.0,2016-05-27 18:29:54+00:00,2.0,3.0,2026-06-16 02:20:22.514590,2,3
tutsplus/unity-2d-water-effect,2014-01-13 17:06:52+00:00,388,41,C#,26,1,19,1,BSD-2-Clause,2017-11-24 19:20:40+00:00,2.0,2.0,2026-06-16 02:20:24.528325,2,2
eplex/qd-maze-simulator,2015-04-15 02:58:50+00:00,892,7,C#,7,1,3,1,GPL-2.0,2019-11-24 19:37:52+00:00,2.0,2.0,2026-06-16 02:20:26.387887,2,2
arjankuijpers/SpotifyRemote,2017-02-28 00:20:32+00:00,936,16,C#,5,1,2,1,,2018-01-16 19:00:25+00:00,,,2026-06-16 02:20:28.353841,2,90
PbjCloud/MultiChainLib,2015-12-20 14:14:56+00:00,33,9,C#,9,5,8,1,,2018-01-16 22:53:09+00:00,,,2026-06-16 02:20:30.354854,3,11
avatar29A/MusicBrainz,2012-12-04 18:44:20+00:00,519,41,C#,23,2,11,5,,2019-11-28 17:19:35+00:00,,,2026-06-16 02:20:32.136637,12,232
SharpTools/SharpReverseProxy,2017-01-11 13:22:57+00:00,78,67,C#,25,2,10,6,,2018-11-24 00:19:20+00:00,,,2026-06-16 02:20:34.089174,7,47
ekonbenefits/dotnetdbf,2013-05-02 02:10:22+00:00,2582,38,C#,20,14,4,4,,2019-11-15 18:18:42+00:00,,,2026-06-16 02:20:35.914277,13,140
mrward/monodevelop-nuget-addin,2012-12-31 13:49:50+00:00,7066,284,C#,40,17,28,5,,2017-03-23 16:06:30+00:00,,,2026-06-16 02:20:41.639200,5,143
agoda-com/AgodaAnalyzers,2017-01-15 07:57:57+00:00,656,13,C#,10,7,15,16,,2018-12-08 11:18:11+00:00,,,2026-06-16 02:20:44.371465,42,405
adlnet-archive/LR.Net,2012-01-09 15:55:16+00:00,1738,7,C#,7,0,5,0,,2017-06-21 13:37:00+00:00,,,2026-06-16 02:20:46.463902,2,48
