Name with Owner,Created Timestamp,Size,Stars Count,Language,Forks Count,Open Issues Count,Watchers Count,Contributors Count,License,Last Synced Timestamp,developers_count,commit_count_after_introduction
jshun/ligra,2014-09-23 00:55:23+00:00,11316,225,C++,80,5,30,5,MIT,2017-05-07 16:58:15+00:00,10,
ariya/screenie,2008-06-02 12:53:33+00:00,1416,29,C++,10,2,5,4,GPL-2.0,2017-11-24 19:21:37+00:00,7,
Phyronnaz/Voxel,2017-11-10 21:58:04+00:00,3438,29,C++,12,1,16,2,MIT,2017-11-30 18:24:36+00:00,3,228
tallbl0nde/NX-Activity-Log,2019-10-02 02:20:50+00:00,226,34,C++,5,3,5,2,MIT,2019-11-02 22:40:41+00:00,8,227
int32bit/leetcode,2015-04-10 00:50:18+00:00,482,93,C++,40,0,12,1,MIT,2017-11-24 20:07:06+00:00,2,
svn2github/crashrpt,2014-04-12 23:01:09+00:00,8364,10,C++,6,0,3,0,BSD-3-Clause,2016-05-28 09:34:36+00:00,4,
oe1wkl/Morserino-32,2018-12-01 13:03:00+00:00,33788,31,C++,19,6,12,4,GPL-3.0,2019-11-02 20:12:34+00:00,18,
microsoft/SPTAG,2018-09-12 10:42:51+00:00,678,3536,C++,401,49,147,13,MIT,2019-11-07 20:18:32+00:00,41,220
linuxdeepin/deepin-repair-tools,2018-01-02 05:33:26+00:00,977,2,C++,5,0,17,1,GPL-3.0,2018-01-02 05:34:22+00:00,10,
Huelse/pyseal,2019-07-15 09:16:52+00:00,7907,23,C++,5,1,4,0,MIT,2019-11-01 13:03:49+00:00,12,221
vgmoose/libget,2017-02-13 03:54:59+00:00,352,18,C++,6,7,4,1,GPL-3.0,2018-02-05 04:24:26+00:00,11,220
fairygui/FairyGUI-cocos2dx,2015-10-21 07:57:15+00:00,16670,232,C++,18,0,12,1,MIT,2017-11-24 18:52:47+00:00,23,
buzz/mediainfo.js,2016-02-23 12:56:13+00:00,7064,39,C++,6,5,2,2,BSD-2-Clause,2016-12-21 15:19:24+00:00,14,
mt8163/android_device_amazon_karnak,2019-04-20 09:23:14+00:00,142123,20,C++,5,8,14,4,GPL-2.0,2019-11-17 09:22:10+00:00,62,
yixuan/LBFGSpp,2016-08-05 00:40:07+00:00,234,31,C++,8,0,1,1,MIT,2016-11-16 16:17:38+00:00,6,
vpetrigo/caches,2016-05-17 16:43:53+00:00,37,55,C++,11,3,8,1,BSD-3-Clause,2016-05-19 16:54:34+00:00,7,
jasonfish4/RVDbg,2017-09-24 05:18:03+00:00,69,20,C++,7,2,4,1,MIT,2017-10-15 19:14:01+00:00,2,
apache/cordova-ubuntu,2013-11-27 08:00:14+00:00,553,26,C++,39,2,31,10,Apache-2.0,2017-11-24 19:14:47+00:00,16,
carsonip/Penguin-Subtitle-Player,2015-02-24 09:20:02+00:00,3743,137,C++,21,13,14,4,GPL-3.0,2017-02-10 20:21:52+00:00,14,
bitdefender/simpletracer,2018-06-21 13:38:27+00:00,309,4,C++,6,1,4,5,MIT,2019-11-19 17:10:10+00:00,7,
leafo/itchio-app-old,2014-09-22 02:27:37+00:00,1309,46,C++,6,8,10,7,MIT,2017-11-24 19:02:56+00:00,9,196
floe/surface-2.0,2012-05-10 14:00:45+00:00,4299,34,C++,6,2,4,1,GPL-2.0,2017-11-24 20:06:01+00:00,3,
AlexandreCampo/useTracker,2015-02-04 19:15:34+00:00,748,9,C++,5,3,1,1,GPL-3.0,2016-06-10 14:44:30+00:00,3,
sboli/twmn,2011-08-16 18:17:09+00:00,807,310,C++,29,14,14,7,LGPL-3.0,2017-11-24 18:45:24+00:00,18,
wireapp/node-addressbook,2016-01-21 16:33:56+00:00,36,17,C++,7,0,11,1,GPL-3.0,2016-06-20 18:48:36+00:00,11,
SkyFireArchives/SkyFireEMU_434,2012-07-28 01:20:01+00:00,22905,18,C++,10,0,26,7,GPL-3.0,2017-08-03 22:40:40+00:00,10,
nehmeier/libieeep1788,2013-02-26 12:57:40+00:00,1700,19,C++,5,7,3,3,Apache-2.0,2017-11-24 23:29:08+00:00,4,
arvidn/libsimulator,2015-07-04 20:54:59+00:00,355,8,C++,5,1,3,2,GPL-3.0,2016-05-27 14:09:25+00:00,9,
amirgholami/accfft,2015-04-01 19:22:38+00:00,697,28,C++,8,1,8,3,GPL-2.0,2017-04-01 20:42:50+00:00,6,
ebetica/autogradpp,2017-11-21 22:13:16+00:00,11915,49,C++,7,6,4,2,MIT,2017-11-28 11:44:33+00:00,6,172
ekpyron/pbf,2013-12-07 22:44:04+00:00,3206,16,C++,9,0,7,2,MIT,2017-11-24 22:00:31+00:00,3,
walbourn/directxtkmodelviewer,2015-11-12 22:58:01+00:00,99771,13,C++,7,1,3,1,MIT,2017-03-24 22:41:57+00:00,2,169
ufownl/ranger_proxy,2015-08-26 18:56:05+00:00,562,11,C++,5,0,2,2,GPL-3.0,2017-11-24 21:42:42+00:00,3,167
Grumbel/jstest-gtk,2009-05-02 22:58:34+00:00,198,74,C++,15,5,11,4,GPL-3.0,2017-04-04 14:33:31+00:00,6,
buelowp/sunset,2015-02-11 15:12:25+00:00,76,24,C++,9,0,3,3,GPL-2.0,2019-11-04 01:17:39+00:00,6,
hex108/leetcode,2013-08-20 13:51:36+00:00,1100,19,C++,10,0,3,1,GPL-2.0,2017-11-24 19:39:32+00:00,2,
tpisto/pdf-fill-form,2015-04-05 09:11:49+00:00,130,149,C++,36,26,11,13,MIT,2019-12-17 09:58:25+00:00,21,
AutonomyLab/bebop_autonomy,2015-09-09 20:06:02+00:00,870,93,C++,89,91,25,1,BSD-3-Clause,2017-11-24 18:54:29+00:00,9,
nubot-nudt/simatch,2016-08-01 07:18:20+00:00,9010,18,C++,18,1,5,1,Apache-2.0,2016-08-01 07:19:18+00:00,10,
bangnoise/ofxHapPlayer,2013-04-24 13:42:37+00:00,10942,91,C++,22,16,13,2,BSD-2-Clause,2017-07-29 18:37:52+00:00,4,
xaviergonz/js-angusj-clipper,2017-07-01 11:10:15+00:00,1642,29,C++,6,1,1,2,MIT,2019-09-08 11:58:58+00:00,5,
quarkslab/libleeloo,2013-09-09 16:13:26+00:00,2028,20,C++,6,0,8,3,BSD-3-Clause,2017-11-24 20:11:21+00:00,6,
PickNikRobotics/ros_control_boilerplate,2015-03-10 20:38:35+00:00,166,65,C++,40,18,17,1,BSD-3-Clause,2017-06-23 11:36:38+00:00,16,
jiangxiluning/FOTS.PyTorch,2018-07-24 08:31:45+00:00,431,106,C++,32,9,15,5,BSD-3-Clause,2018-12-11 14:36:10+00:00,7,
patrikhuber/superviseddescent,2014-12-29 22:29:42+00:00,48493,312,C++,167,13,41,2,Apache-2.0,2017-11-24 18:28:06+00:00,2,
timothystewart6/BotsPlusPlus,2017-08-29 03:14:46+00:00,7355,9,C++,9,1,3,2,GPL-2.0,2017-08-30 23:28:45+00:00,3,
meermanr/ext3grep,2012-02-11 13:26:53+00:00,456,11,C++,12,0,2,0,GPL-2.0,2017-04-01 08:07:30+00:00,2,
AirtestProject/Poco-SDK,2018-01-25 08:02:42+00:00,1356,35,C++,17,2,10,0,Apache-2.0,2018-01-25 08:05:21+00:00,25,
atuline/FastLED-Demos,2014-08-20 19:17:59+00:00,890,244,C++,93,5,58,2,GPL-3.0,2017-11-24 18:42:45+00:00,5,
areaDetector/ADMerlin,2015-03-15 19:46:34+00:00,1183,1,C++,5,1,14,5,GPL-3.0,2017-03-08 23:04:50+00:00,8,
pixelmatix/AnimatedGIFs,2014-07-11 02:59:27+00:00,726,24,C++,9,8,6,1,MIT,2017-11-24 19:35:40+00:00,4,
ALIZE-Speaker-Recognition/alize-core,2016-07-19 14:58:06+00:00,3313,51,C++,20,2,10,0,LGPL-3.0,2016-07-19 17:08:20+00:00,13,
bakercp/ofxGeo,2014-04-11 13:30:47+00:00,2046,13,C++,5,0,3,2,MIT,2017-11-24 23:18:43+00:00,3,
verhoevenv/OpenNotrium,2014-09-08 17:32:33+00:00,17133,33,C++,15,20,15,4,GPL-3.0,2017-11-24 19:51:09+00:00,7,
mkristofik/libsdl-demos,2012-11-18 03:37:46+00:00,3561,12,C++,21,0,18,2,GPL-2.0,2016-10-16 01:00:38+00:00,2,
tencentyun/cosfs,2017-03-20 03:02:55+00:00,29466,27,C++,18,7,45,2,GPL-2.0,2017-03-28 22:56:34+00:00,15,
mloskot/spatial_index_benchmark,2013-06-02 21:21:53+00:00,980,22,C++,7,9,7,2,BSL-1.0,2018-03-20 08:42:46+00:00,3,134
google/breadboard,2015-11-11 00:49:16+00:00,886,98,C++,21,3,30,9,Apache-2.0,2018-12-26 01:27:41+00:00,13,
ANLAB-KAIST/KENSv3,2015-04-02 09:34:58+00:00,1653,53,C++,5,0,12,3,MIT,2017-11-24 19:20:34+00:00,12,
ratschlab/oqtans_tools,2012-06-11 04:03:04+00:00,1302778,5,C++,5,2,7,3,MIT,2019-08-29 01:58:38+00:00,6,
rszimm/sprinklers_pi,2013-07-22 17:48:59+00:00,1978,193,C++,84,10,50,4,GPL-2.0,2017-11-24 18:50:09+00:00,12,
lefticus/cpp_box,2018-04-01 15:20:31+00:00,621,196,C++,25,30,25,1,MIT,2018-04-01 15:31:18+00:00,5,129
gamers-coin/gamecredits,2014-02-18 20:40:54+00:00,25687,6,C++,9,0,7,4,Unlicense,2017-03-20 18:44:25+00:00,6,
IntelLabs/SpMP,2015-06-04 05:20:55+00:00,362,31,C++,5,1,10,2,BSD-3-Clause,2017-11-24 20:05:32+00:00,7,
vtyulb/QLiveBittorrent,2013-06-08 07:58:50+00:00,181,30,C++,6,0,6,2,GPL-2.0,2017-11-24 20:00:38+00:00,3,
fede-vaccaro/TerrainEngine-OpenGL,2018-06-22 19:13:04+00:00,91572,55,C++,10,1,4,2,MIT,2019-03-28 07:30:28+00:00,5,
mateidavid/zstr,2015-04-30 17:50:13+00:00,27,84,C++,30,10,9,1,MIT,2017-11-24 20:07:06+00:00,15,
BoboTiG/cracker-ng,2012-07-24 12:56:28+00:00,8786,28,C++,8,1,3,1,GPL-2.0,2017-11-24 20:01:02+00:00,6,
GPUOpen-ProfessionalCompute-Libraries/amdovx-core,2016-02-26 05:19:59+00:00,1136,113,C++,45,0,38,2,MIT,2017-05-28 09:37:17+00:00,11,
USU-Security/oip,2013-07-15 18:09:10+00:00,1730,74,C++,7,2,8,3,GPL-3.0,2017-04-13 19:37:22+00:00,9,
akalend/amqpcpp,2010-05-13 22:06:13+00:00,86,120,C++,88,33,28,9,MIT,2017-11-24 18:55:57+00:00,29,
tadasv/chimp,2013-10-16 01:05:36+00:00,772,62,C++,7,11,9,1,MIT,2016-07-09 13:03:36+00:00,2,
3vi1/IMP,2017-02-13 19:31:22+00:00,37174,8,C++,6,15,8,1,GPL-3.0,2017-02-24 00:18:11+00:00,3,
salortiz/LMDB_File,2014-10-24 15:00:46+00:00,175,4,C++,6,7,2,4,Artistic-2.0,2017-01-25 18:39:52+00:00,8,
cosmos72/fstransform,2014-11-01 02:49:52+00:00,583,48,C++,6,7,3,1,GPL-3.0,2017-11-24 19:27:27+00:00,4,
awslabs/ml-io,2019-09-24 23:42:48+00:00,241,9,C++,6,1,7,5,Apache-2.0,2019-12-18 19:21:09+00:00,8,
ARCCN/runos,2014-10-27 06:22:12+00:00,4840,23,C++,19,7,11,3,Apache-2.0,2017-11-24 19:26:13+00:00,21,
wxFormBuilder/ticpp,2015-03-17 15:06:29+00:00,2075,38,C++,16,41,16,1,MIT,2017-11-24 19:52:44+00:00,15,
mapbox/vector-tile,2016-04-22 19:57:43+00:00,266,22,C++,8,18,79,3,ISC,2017-05-17 08:11:23+00:00,12,
Cylix/tacopie,2016-11-23 21:42:26+00:00,1038,266,C++,51,4,24,1,MIT,2016-11-23 22:42:28+00:00,12,
RangeNetworks/smqueue,2014-03-21 17:23:18+00:00,2692,8,C++,24,1,10,6,AGPL-3.0,2017-11-25 10:17:43+00:00,8,
mitlm/mitlm,2016-03-28 15:22:19+00:00,1141,45,C++,22,21,12,4,BSD-3-Clause,2017-03-21 05:40:56+00:00,7,
platisd/AndroidCar,2015-06-03 22:55:23+00:00,1177,30,C++,11,0,7,1,GPL-3.0,2017-11-24 19:35:09+00:00,2,
paynebc/tunefish,2015-11-16 07:39:01+00:00,7074,58,C++,12,4,17,1,GPL-3.0,2016-05-08 20:28:14+00:00,4,106
HopsonCommunity/ZombieGame,2017-08-15 16:04:14+00:00,4263,10,C++,14,11,13,1,GPL-3.0,2017-08-15 16:36:43+00:00,18,
mgeeky/HEVD_Kernel_Exploit,2017-07-02 20:47:24+00:00,143,20,C++,11,0,6,1,GPL-3.0,2017-07-02 20:47:51+00:00,5,
Nurrl/LocaleKeyboard.js,2016-10-25 11:34:49+00:00,61,42,C++,30,13,7,1,MIT,2016-10-25 11:39:14+00:00,19,
iitmcvg/eye-gaze,2015-05-15 18:42:04+00:00,259823,62,C++,25,6,22,2,MIT,2017-11-24 19:50:53+00:00,4,
bitdefender/libbdvmi,2015-07-17 04:45:55+00:00,719,38,C++,13,0,11,1,LGPL-3.0,2017-11-24 19:53:47+00:00,5,103
danomatika/ofxAppUtils,2011-04-12 04:54:19+00:00,743,47,C++,16,0,7,2,BSD-3-Clause,2017-03-22 22:56:27+00:00,3,
cybercatalyst/qtwebserver,2013-11-20 12:34:16+00:00,273,21,C++,10,5,5,3,AGPL-3.0,2016-05-10 09:47:19+00:00,7,
rjpower/py-leveldb,2012-12-10 14:10:52+00:00,2403,28,C++,10,4,7,3,BSD-3-Clause,2017-11-24 20:03:44+00:00,6,
Qihoo360/mpic,2017-06-06 04:49:24+00:00,146,12,C++,5,0,12,1,BSD-3-Clause,2017-06-06 13:07:23+00:00,2,
nitramr/indigoDock,2015-10-30 20:59:39+00:00,293,28,C++,8,10,8,1,GPL-2.0,2017-11-24 19:33:28+00:00,4,
editorconfig/editorconfig-notepad-plus-plus,2011-12-09 06:23:34+00:00,128,133,C++,19,10,14,5,GPL-2.0,2017-09-19 16:36:51+00:00,10,
Wicker25/Rpi-hw,2012-09-30 17:58:53+00:00,4670,41,C++,9,10,10,3,LGPL-3.0,2017-11-24 19:43:51+00:00,5,
elite-lang/RedApple,2015-11-01 13:40:00+00:00,1254,33,C++,13,2,4,4,MIT,2019-07-09 09:38:21+00:00,5,
kothar/brotli-go,2015-10-25 09:03:42+00:00,7558,42,C++,5,2,3,3,MIT,2016-05-27 19:16:39+00:00,6,
DevelopersGuild/dark-forest,2017-01-20 23:34:46+00:00,35449,3,C++,5,0,11,3,MIT,2017-02-04 20:23:12+00:00,7,
zgmnkv/zwave4j,2013-06-05 17:35:32+00:00,9639,41,C++,25,6,20,5,MIT,2016-05-27 16:02:20+00:00,7,
tdenewiler/node_example,2014-07-21 16:03:23+00:00,702,13,C++,8,0,2,1,BSD-3-Clause,2016-10-12 05:20:25+00:00,6,
richelbilderbeek/correct_cpp_hello_cli,2017-12-31 12:42:16+00:00,32,0,C++,7,0,1,1,GPL-3.0,2017-12-31 18:41:32+00:00,2,
alecjacobson/geometry-processing-parameterization,2017-02-17 18:12:27+00:00,15053,2,C++,20,17,8,2,MPL-2.0,2018-02-15 16:59:35+00:00,5,
Theverat/NormalmapGenerator,2014-06-02 16:41:42+00:00,1707,68,C++,11,8,23,1,GPL-3.0,2017-05-28 13:36:46+00:00,4,
fcharlie/iBurnMgr,2014-05-31 15:41:36+00:00,10453,6,C++,5,0,1,1,MIT,2016-11-03 05:58:01+00:00,10,
navcoindev/navcoin2,2016-05-16 21:14:54+00:00,128850,5,C++,8,2,9,2,MIT,2016-07-06 22:40:34+00:00,6,
thuml/HashNet,2017-07-18 16:48:28+00:00,17312,57,C++,20,3,8,1,MIT,2017-07-18 14:02:38+00:00,2,
goebish/nrf24_multipro,2015-06-16 23:30:20+00:00,123,310,C++,134,17,63,1,GPL-3.0,2017-11-24 18:47:28+00:00,6,
digint/tinyfsm,2014-05-15 14:54:44+00:00,43,88,C++,20,3,3,1,MIT,2016-08-05 15:02:17+00:00,2,
JonnyPtn/SFML-DOOM,2016-04-18 08:42:11+00:00,34845,32,C++,6,0,3,4,GPL-3.0,2017-07-15 06:37:49+00:00,5,
mikepurvis/sixad,2015-08-20 18:38:37+00:00,1760,2,C++,11,1,1,2,GPL-2.0,2017-07-25 15:37:50+00:00,2,
wiseio/paratext,2016-04-23 05:30:10+00:00,319,996,C++,97,26,64,3,Apache-2.0,2016-11-24 17:19:23+00:00,4,
voodooattack/nexusjs,2016-04-14 17:44:44+00:00,11767,981,C++,13,6,55,2,GPL-3.0,2016-11-24 17:12:15+00:00,4,83
fcitx/fcitx-kkc,2013-04-04 01:02:51+00:00,129,5,C++,5,0,5,3,GPL-3.0,2017-03-20 12:40:25+00:00,5,
ivanseidel/LinkedList,2013-07-20 23:35:28+00:00,52,162,C++,54,7,16,15,MIT,2019-04-18 01:50:53+00:00,19,
cheneyveron/clover-x79-e5-2670-gtx650,2017-01-27 17:08:41+00:00,81090,43,C++,19,21,7,1,MIT,2017-08-20 13:24:21+00:00,6,
Harha/MirageRender,2015-07-23 19:52:14+00:00,23947,134,C++,9,3,12,1,MIT,2017-11-24 19:57:05+00:00,5,
Qihoo360/simcc,2017-06-06 04:21:31+00:00,583,39,C++,21,1,17,3,BSD-3-Clause,2017-06-06 13:07:10+00:00,6,
adamstark/Sound-Analyser,2014-06-26 09:44:36+00:00,11029,42,C++,12,0,10,1,GPL-3.0,2017-08-21 14:39:57+00:00,2,
MarisaKirisame/Artificial_Intelligence_A_Modern_Approach,2014-08-03 17:31:34+00:00,135,9,C++,5,0,5,2,LGPL-3.0,2017-11-24 23:12:50+00:00,3,
yuanzhubi/call_in_stack,2017-03-08 11:36:54+00:00,162,145,C++,23,1,15,1,MIT,2017-03-08 13:46:39+00:00,2,
Geocent/node-hmd,2013-10-24 15:14:41+00:00,7081,20,C++,7,3,6,1,MIT,2016-05-27 13:51:34+00:00,2,
GMaxera/QtFacebook,2014-11-15 19:11:13+00:00,16300,45,C++,14,2,19,2,GPL-3.0,2017-11-24 19:47:59+00:00,8,
Riateche/toolwindowmanager,2014-03-07 22:20:08+00:00,521,68,C++,23,12,19,1,MIT,2017-07-04 01:38:06+00:00,4,
jakibaki/hid-mitm,2019-01-19 08:12:45+00:00,268,44,C++,6,11,12,1,GPL-2.0,2019-04-03 21:12:10+00:00,6,
percona/tokudb-backup-plugin,2014-10-02 21:02:46+00:00,67,35,C++,8,0,84,2,GPL-2.0,2017-11-24 19:17:02+00:00,3,
bremme/arduino-tm1637,2015-09-28 10:46:05+00:00,6491,94,C++,41,11,11,1,GPL-2.0,2017-02-01 06:21:49+00:00,8,
coinonat/CoinonatX,2017-08-08 17:35:35+00:00,3324,6,C++,14,1,8,1,MIT,2017-08-08 17:53:23+00:00,7,
mregmi/ext2read,2010-05-10 21:39:41+00:00,7735,103,C++,34,4,15,2,GPL-3.0,2017-11-24 19:01:16+00:00,7,
sr6033/dataStructure-Algorithms,2017-09-09 06:36:40+00:00,873,4,C++,9,3,1,1,MIT,2017-09-09 06:36:49+00:00,9,
TScoin/Transend,2018-03-02 11:43:38+00:00,73106,3,C++,5,0,0,1,MIT,2018-03-07 12:36:51+00:00,4,
im95able/Rea,2018-04-29 18:37:31+00:00,108,118,C++,6,0,6,0,MIT,2018-04-29 18:48:01+00:00,8,
